,id,node_id,monitor_item,monitor_value,monitor_time
0,1601845,16,temp,6.7,2018-12-18 00:00:00
1,1601846,16,S,26.372,2018-12-18 00:00:00
2,1601847,17,S,29.352,2018-12-18 00:00:00
3,1601848,17,temp,6.7,2018-12-18 00:00:00
4,1601849,18,S,76.821,2018-12-18 00:00:00
5,1601850,18,temp,6.7,2018-12-18 00:00:00
6,1601851,19,S,-64.09,2018-12-18 00:00:00
7,1601852,19,temp,6.7,2018-12-18 00:00:00
8,1601854,75714125,disps,-8.18,2018-12-18 00:00:01
9,1601855,12,temp,6.9,2018-12-18 00:00:00
10,1601856,12,S,33.799,2018-12-18 00:00:00
11,1601857,13,S,-4.2,2018-12-18 00:00:00
12,1601858,13,temp,6.9,2018-12-18 00:00:00
13,1601859,14,S,-10.671,2018-12-18 00:00:00
14,1601860,14,temp,6.9,2018-12-18 00:00:00
15,1601861,15,S,-0.947,2018-12-18 00:00:00
16,1601862,15,temp,6.9,2018-12-18 00:00:00
17,1601863,75714126,disps,-13.062,2018-12-18 00:01:02
18,1601864,75714127,disps,-13.871,2018-12-18 00:01:05
19,1601865,24,S,13.533,2018-12-18 00:00:00
20,1601866,24,temp,6.7,2018-12-18 00:00:00
21,1601867,25,S,1.027,2018-12-18 00:00:00
22,1601868,25,temp,6.7,2018-12-18 00:00:00
23,1601869,26,temp,6.7,2018-12-18 00:00:00
24,1601870,26,S,12.891,2018-12-18 00:00:00
25,1601873,20,S,4.85,2018-12-18 00:00:00
26,1601874,20,temp,6.7,2018-12-18 00:00:00
27,1601875,21,temp,6.7,2018-12-18 00:00:00
28,1601876,21,S,26.037,2018-12-18 00:00:00
29,1601877,22,S,19.951,2018-12-18 00:00:00
30,1601878,22,temp,6.7,2018-12-18 00:00:00
31,1601891,29,air-temp,6.6,2018-12-18 00:03:18
32,1601892,29,humidity,79.6,2018-12-18 00:03:18
33,1601893,29,wind_dir,10.0,2018-12-18 00:03:18
34,1601894,29,wind-dir-v,221.0,2018-12-18 00:03:18
35,1601895,29,wind_speed,0.4,2018-12-18 00:03:18
36,1601896,75714124,disps,-7.865,2018-12-18 00:05:00
37,1601897,75714125,disps,-8.184,2018-12-18 00:05:03
38,1601898,75714126,disps,-13.083,2018-12-18 00:05:13
39,1601899,75714127,disps,-13.894,2018-12-18 00:05:16
40,1601900,29,wind_speed,0.4,2018-12-18 00:03:18
41,1601901,29,air-temp,6.6,2018-12-18 00:03:18
42,1601902,29,humidity,79.6,2018-12-18 00:03:18
43,1601903,29,wind-dir-v,221.0,2018-12-18 00:03:18
44,1601904,29,wind_dir,10.0,2018-12-18 00:03:18
45,1601905,29,wind_dir,10.0,2018-12-18 00:03:18
46,1601906,29,wind-dir-v,221.0,2018-12-18 00:03:18
47,1601907,29,humidity,79.6,2018-12-18 00:03:18
48,1601908,29,air-temp,6.6,2018-12-18 00:03:18
49,1601909,29,wind_speed,0.4,2018-12-18 00:03:18
50,1601910,29,wind-dir-v,262.0,2018-12-18 00:08:18
51,1601911,29,air-temp,6.7,2018-12-18 00:08:18
52,1601912,29,wind_dir,12.0,2018-12-18 00:08:18
53,1601913,29,humidity,78.7,2018-12-18 00:08:18
54,1601914,29,wind_speed,0.0,2018-12-18 00:08:18
55,1601915,28,angl,36.63,2018-12-18 00:09:21
56,1601916,28,temp,12.6,2018-12-18 00:09:21
57,1601917,28,water_velocity,0.0,2018-12-18 00:09:21
58,1601918,28,volt,11.63,2018-12-18 00:09:21
59,1601919,75714126,disps,-13.146,2018-12-18 00:10:13
60,1601920,75714127,disps,-13.949,2018-12-18 00:10:16
61,1601921,75714125,disps,-8.183,2018-12-18 00:10:51
62,1601922,29,air-temp,6.7,2018-12-18 00:08:18
63,1601923,29,humidity,78.7,2018-12-18 00:08:18
64,1601924,29,wind_dir,12.0,2018-12-18 00:08:18
65,1601925,29,wind-dir-v,262.0,2018-12-18 00:08:18
66,1601926,29,wind_speed,0.0,2018-12-18 00:08:18
67,1601927,29,air-temp,6.7,2018-12-18 00:08:18
68,1601928,29,wind_dir,12.0,2018-12-18 00:08:18
69,1601929,29,humidity,78.7,2018-12-18 00:08:18
70,1601930,29,wind_speed,0.0,2018-12-18 00:08:18
71,1601931,29,wind-dir-v,262.0,2018-12-18 00:08:18
72,1601932,29,wind-dir-v,219.0,2018-12-18 00:13:18
73,1601933,29,wind_speed,0.0,2018-12-18 00:13:18
74,1601934,29,air-temp,6.7,2018-12-18 00:13:18
75,1601935,29,wind_dir,10.0,2018-12-18 00:13:18
76,1601936,29,humidity,79.2,2018-12-18 00:13:18
77,1601937,75714126,disps,-13.144,2018-12-18 00:15:13
78,1601938,75714127,disps,-13.947,2018-12-18 00:15:16
79,1601939,75714124,disps,-7.886,2018-12-18 00:15:38
80,1601940,75714125,disps,-8.178,2018-12-18 00:15:41
81,1601941,45,temp,7.5625,2018-12-18 00:16:54
82,1601942,1,incX,0.0392,2018-12-18 00:16:54
83,1601943,1,incY,0.0092,2018-12-18 00:16:54
84,1601944,1,temp,3.2,2018-12-18 00:16:54
85,1601947,46,temp,7.3125,2018-12-18 00:17:24
86,1601948,2,incX,-0.0003,2018-12-18 00:17:25
87,1601949,2,incY,-0.0439,2018-12-18 00:17:25
88,1601950,2,temp,7.8,2018-12-18 00:17:25
89,1601953,48,temp,6.75,2018-12-18 00:17:54
90,1601954,3,temp,4.6,2018-12-18 00:17:55
91,1601955,3,incX,0.025,2018-12-18 00:17:55
92,1601956,3,incY,-0.0056,2018-12-18 00:17:55
93,1601959,29,wind-dir-v,219.0,2018-12-18 00:13:18
94,1601960,29,air-temp,6.7,2018-12-18 00:13:18
95,1601961,29,humidity,79.2,2018-12-18 00:13:18
96,1601962,29,wind_speed,0.0,2018-12-18 00:13:18
97,1601963,29,wind_dir,10.0,2018-12-18 00:13:18
98,1601964,49,temp,6.5625,2018-12-18 00:18:24
99,1601965,4,incY,-0.0295,2018-12-18 00:18:25
100,1601966,4,temp,6.4,2018-12-18 00:18:25
101,1601967,4,incX,0.0611,2018-12-18 00:18:25
102,1601970,29,wind_speed,0.0,2018-12-18 00:13:18
103,1601971,29,humidity,79.2,2018-12-18 00:13:18
104,1601972,29,wind_dir,10.0,2018-12-18 00:13:18
105,1601973,29,wind-dir-v,219.0,2018-12-18 00:13:18
106,1601974,29,air-temp,6.7,2018-12-18 00:13:18
107,1601975,50,temp,6.125,2018-12-18 00:18:54
108,1601976,5,incX,-0.0262,2018-12-18 00:18:56
109,1601977,5,temp,6.9,2018-12-18 00:18:56
110,1601978,5,incY,-0.0244,2018-12-18 00:18:56
111,1601981,29,wind-dir-v,278.0,2018-12-18 00:18:18
112,1601982,29,air-temp,6.5,2018-12-18 00:18:18
113,1601983,29,wind_speed,0.0,2018-12-18 00:18:18
114,1601984,29,humidity,79.5,2018-12-18 00:18:18
115,1601985,29,wind_dir,12.0,2018-12-18 00:18:18
116,1601986,75714124,disps,-7.886,2018-12-18 00:20:40
117,1601987,75714125,disps,-8.181,2018-12-18 00:20:43
118,1601988,75714126,disps,-13.154,2018-12-18 00:21:05
119,1601989,75714127,disps,-13.961,2018-12-18 00:21:08
120,1601990,49,SL-DIF,0.129,2018-12-18 00:16:54
121,1601991,48,SL-DIF,1.026,2018-12-18 00:16:54
122,1601992,46,SL-DIF,-1.017,2018-12-18 00:16:54
123,1601993,50,SL-DIF,0.561,2018-12-18 00:16:54
124,1601994,29,wind_dir,12.0,2018-12-18 00:18:18
125,1601995,29,humidity,79.5,2018-12-18 00:18:18
126,1601996,29,wind-dir-v,278.0,2018-12-18 00:18:18
127,1601997,29,wind_speed,0.0,2018-12-18 00:18:18
128,1601998,29,air-temp,6.5,2018-12-18 00:18:18
129,1601999,29,wind_speed,0.0,2018-12-18 00:18:18
130,1602000,29,wind_dir,12.0,2018-12-18 00:18:18
131,1602001,29,humidity,79.5,2018-12-18 00:18:18
132,1602002,29,wind-dir-v,278.0,2018-12-18 00:18:18
133,1602003,29,air-temp,6.5,2018-12-18 00:18:18
134,1602004,29,wind-dir-v,223.0,2018-12-18 00:23:18
135,1602005,29,wind_speed,0.0,2018-12-18 00:23:18
136,1602006,29,humidity,79.9,2018-12-18 00:23:18
137,1602007,29,air-temp,6.4,2018-12-18 00:23:18
138,1602008,29,wind_dir,10.0,2018-12-18 00:23:18
139,1602009,75714126,disps,-13.178,2018-12-18 00:25:34
140,1602010,75714127,disps,-13.987,2018-12-18 00:25:37
141,1602011,75714124,disps,-7.883,2018-12-18 00:25:43
142,1602012,75714125,disps,-8.179,2018-12-18 00:25:46
143,1602013,29,wind_speed,0.0,2018-12-18 00:23:18
144,1602014,29,air-temp,6.4,2018-12-18 00:23:18
145,1602015,29,humidity,79.9,2018-12-18 00:23:18
146,1602016,29,wind-dir-v,223.0,2018-12-18 00:23:18
147,1602017,29,wind_dir,10.0,2018-12-18 00:23:18
148,1602018,29,wind_speed,0.0,2018-12-18 00:23:18
149,1602019,29,air-temp,6.4,2018-12-18 00:23:18
150,1602020,29,wind-dir-v,223.0,2018-12-18 00:23:18
151,1602021,29,humidity,79.9,2018-12-18 00:23:18
152,1602022,29,wind_dir,10.0,2018-12-18 00:23:18
153,1602023,29,wind_dir,8.0,2018-12-18 00:28:18
154,1602024,29,wind_speed,0.0,2018-12-18 00:28:18
155,1602025,29,wind-dir-v,175.0,2018-12-18 00:28:18
156,1602026,29,humidity,80.0,2018-12-18 00:28:18
157,1602027,29,air-temp,6.3,2018-12-18 00:28:18
158,1602028,75714125,disps,-8.182,2018-12-18 00:30:33
159,1602029,75714126,disps,-13.235,2018-12-18 00:30:33
160,1602030,75714127,disps,-14.09,2018-12-18 00:30:36
161,1602031,29,humidity,80.0,2018-12-18 00:28:18
162,1602032,29,wind-dir-v,175.0,2018-12-18 00:28:18
163,1602033,29,wind_speed,0.0,2018-12-18 00:28:18
164,1602034,29,air-temp,6.3,2018-12-18 00:28:18
165,1602035,29,wind_dir,8.0,2018-12-18 00:28:18
166,1602036,29,wind-dir-v,175.0,2018-12-18 00:28:18
167,1602037,29,humidity,80.0,2018-12-18 00:28:18
168,1602038,29,wind_speed,0.0,2018-12-18 00:28:18
169,1602039,29,wind_dir,8.0,2018-12-18 00:28:18
170,1602040,29,air-temp,6.3,2018-12-18 00:28:18
171,1602041,29,wind_speed,0.0,2018-12-18 00:33:18
172,1602042,29,air-temp,6.4,2018-12-18 00:33:18
173,1602043,29,humidity,79.6,2018-12-18 00:33:18
174,1602044,29,wind_dir,10.0,2018-12-18 00:33:18
175,1602045,29,wind-dir-v,229.0,2018-12-18 00:33:18
176,1602046,75714126,disps,-13.242,2018-12-18 00:35:20
177,1602047,75714127,disps,-14.093,2018-12-18 00:35:23
178,1602048,75714125,disps,-8.183,2018-12-18 00:36:16
179,1602049,29,air-temp,6.4,2018-12-18 00:33:18
180,1602050,29,humidity,79.6,2018-12-18 00:33:18
181,1602051,29,wind_speed,0.0,2018-12-18 00:33:18
182,1602052,29,wind_dir,10.0,2018-12-18 00:33:18
183,1602053,29,wind-dir-v,229.0,2018-12-18 00:33:18
184,1602054,29,air-temp,6.4,2018-12-18 00:33:18
185,1602055,29,wind_speed,0.0,2018-12-18 00:33:18
186,1602056,29,humidity,79.6,2018-12-18 00:33:18
187,1602057,29,wind-dir-v,229.0,2018-12-18 00:33:18
188,1602058,29,wind_dir,10.0,2018-12-18 00:33:18
189,1602059,29,wind_dir,9.0,2018-12-18 00:38:18
190,1602060,29,air-temp,6.5,2018-12-18 00:38:18
191,1602061,29,humidity,79.1,2018-12-18 00:38:18
192,1602062,29,wind-dir-v,206.0,2018-12-18 00:38:18
193,1602063,29,wind_speed,0.0,2018-12-18 00:38:18
194,1602064,75714124,disps,-7.879,2018-12-18 00:40:22
195,1602065,75714125,disps,-8.182,2018-12-18 00:40:25
196,1602066,75714126,disps,-13.253,2018-12-18 00:41:38
197,1602067,75714127,disps,-14.097,2018-12-18 00:41:41
198,1602068,16,temp,6.7,2018-12-18 00:00:00
199,1602069,16,S,26.372,2018-12-18 00:00:00
200,1602070,17,S,29.352,2018-12-18 00:00:00
201,1602071,17,temp,6.7,2018-12-18 00:00:00
202,1602072,18,S,76.821,2018-12-18 00:00:00
203,1602073,18,temp,6.7,2018-12-18 00:00:00
204,1602074,19,S,-64.09,2018-12-18 00:00:00
205,1602075,19,temp,6.7,2018-12-18 00:00:00
206,1602076,12,temp,6.9,2018-12-18 00:00:00
207,1602077,12,S,33.799,2018-12-18 00:00:00
208,1602078,13,S,-4.2,2018-12-18 00:00:00
209,1602079,13,temp,6.9,2018-12-18 00:00:00
210,1602080,14,temp,6.9,2018-12-18 00:00:00
211,1602081,14,S,-10.671,2018-12-18 00:00:00
212,1602082,15,temp,6.9,2018-12-18 00:00:00
213,1602083,15,S,-0.947,2018-12-18 00:00:00
214,1602084,20,S,4.85,2018-12-18 00:00:00
215,1602085,20,temp,6.7,2018-12-18 00:00:00
216,1602086,21,S,26.037,2018-12-18 00:00:00
217,1602087,21,temp,6.7,2018-12-18 00:00:00
218,1602088,22,temp,6.7,2018-12-18 00:00:00
219,1602089,22,S,19.951,2018-12-18 00:00:00
220,1602092,29,air-temp,6.5,2018-12-18 00:38:18
221,1602093,29,humidity,79.1,2018-12-18 00:38:18
222,1602094,29,wind_dir,9.0,2018-12-18 00:38:18
223,1602095,29,wind_speed,0.0,2018-12-18 00:38:18
224,1602096,29,wind-dir-v,206.0,2018-12-18 00:38:18
225,1602097,29,wind_dir,9.0,2018-12-18 00:38:18
226,1602098,29,air-temp,6.5,2018-12-18 00:38:18
227,1602099,29,humidity,79.1,2018-12-18 00:38:18
228,1602100,29,wind_speed,0.0,2018-12-18 00:38:18
229,1602101,29,wind-dir-v,206.0,2018-12-18 00:38:18
230,1602102,29,wind-dir-v,29.0,2018-12-18 00:43:18
231,1602103,29,wind_dir,1.0,2018-12-18 00:43:18
232,1602104,29,air-temp,6.5,2018-12-18 00:43:18
233,1602105,29,humidity,78.8,2018-12-18 00:43:18
234,1602106,29,wind_speed,0.0,2018-12-18 00:43:18
235,1602107,24,S,13.533,2018-12-18 00:00:00
236,1602108,24,temp,6.7,2018-12-18 00:00:00
237,1602109,25,S,1.027,2018-12-18 00:00:00
238,1602110,25,temp,6.7,2018-12-18 00:00:00
239,1602111,26,S,12.891,2018-12-18 00:00:00
240,1602112,26,temp,6.7,2018-12-18 00:00:00
241,1602115,75714124,disps,-7.885,2018-12-18 00:45:12
242,1602116,75714125,disps,-8.18,2018-12-18 00:45:15
243,1602117,75714126,disps,-13.264,2018-12-18 00:45:50
244,1602118,75714127,disps,-14.113,2018-12-18 00:45:53
245,1602119,29,air-temp,6.5,2018-12-18 00:43:18
246,1602120,29,wind_speed,0.0,2018-12-18 00:43:18
247,1602121,29,humidity,78.8,2018-12-18 00:43:18
248,1602122,29,wind_dir,1.0,2018-12-18 00:43:18
249,1602123,29,wind-dir-v,29.0,2018-12-18 00:43:18
250,1602124,29,humidity,78.8,2018-12-18 00:43:18
251,1602125,29,wind_dir,1.0,2018-12-18 00:43:18
252,1602126,29,wind_speed,0.0,2018-12-18 00:43:18
253,1602127,29,wind-dir-v,29.0,2018-12-18 00:43:18
254,1602128,29,air-temp,6.5,2018-12-18 00:43:18
255,1602129,29,air-temp,6.5,2018-12-18 00:48:18
256,1602130,29,humidity,79.3,2018-12-18 00:48:18
257,1602131,29,wind_speed,0.0,2018-12-18 00:48:18
258,1602132,29,wind-dir-v,289.0,2018-12-18 00:48:18
259,1602133,29,wind_dir,13.0,2018-12-18 00:48:18
260,1602134,75714126,disps,-13.273,2018-12-18 00:50:13
261,1602135,75714124,disps,-7.881,2018-12-18 00:50:13
262,1602136,75714127,disps,-14.115,2018-12-18 00:50:16
263,1602137,75714125,disps,-8.182,2018-12-18 00:50:16
264,1602138,29,wind_speed,0.0,2018-12-18 00:48:18
265,1602139,29,air-temp,6.5,2018-12-18 00:48:18
266,1602140,29,humidity,79.3,2018-12-18 00:48:18
267,1602141,29,wind_dir,13.0,2018-12-18 00:48:18
268,1602142,29,wind-dir-v,289.0,2018-12-18 00:48:18
269,1602143,29,air-temp,6.5,2018-12-18 00:48:18
270,1602144,29,humidity,79.3,2018-12-18 00:48:18
271,1602145,29,wind_dir,13.0,2018-12-18 00:48:18
272,1602146,29,wind-dir-v,289.0,2018-12-18 00:48:18
273,1602147,29,wind_speed,0.0,2018-12-18 00:48:18
274,1602148,29,wind_dir,13.0,2018-12-18 00:53:18
275,1602149,29,wind-dir-v,302.0,2018-12-18 00:53:18
276,1602150,29,wind_speed,0.0,2018-12-18 00:53:18
277,1602151,29,air-temp,6.5,2018-12-18 00:53:18
278,1602152,29,humidity,79.9,2018-12-18 00:53:18
279,1602153,6,temp,6.9,2018-12-18 00:54:57
280,1602154,6,incY,-0.0064,2018-12-18 00:54:57
281,1602156,6,incX,-0.0211,2018-12-18 00:54:57
282,1602158,75714125,disps,-8.181,2018-12-18 00:55:19
283,1602159,7,incY,0.0105,2018-12-18 00:55:28
284,1602160,7,incX,-0.0069,2018-12-18 00:55:28
285,1602161,7,temp,6.9,2018-12-18 00:55:28
286,1602164,75714126,disps,-13.308,2018-12-18 00:55:53
287,1602165,75714127,disps,-14.143,2018-12-18 00:55:56
288,1602166,8,incX,0.092,2018-12-18 00:55:58
289,1602167,8,incY,0.06,2018-12-18 00:55:58
290,1602168,8,temp,8.3,2018-12-18 00:55:58
291,1602171,9,incX,-0.0298,2018-12-18 00:56:27
292,1602172,9,incY,-0.0044,2018-12-18 00:56:27
293,1602173,9,temp,5.9,2018-12-18 00:56:27
294,1602176,10,temp,3.6,2018-12-18 00:56:57
295,1602177,10,incX,-0.0538,2018-12-18 00:56:57
296,1602178,10,incY,-0.0014,2018-12-18 00:56:57
297,1602181,29,air-temp,6.5,2018-12-18 00:53:18
298,1602182,29,wind_speed,0.0,2018-12-18 00:53:18
299,1602183,29,humidity,79.9,2018-12-18 00:53:18
300,1602184,29,wind-dir-v,302.0,2018-12-18 00:53:18
301,1602185,29,wind_dir,13.0,2018-12-18 00:53:18
302,1602186,29,wind_speed,0.0,2018-12-18 00:53:18
303,1602187,29,wind_dir,13.0,2018-12-18 00:53:18
304,1602188,29,wind-dir-v,302.0,2018-12-18 00:53:18
305,1602189,29,air-temp,6.5,2018-12-18 00:53:18
306,1602190,29,humidity,79.9,2018-12-18 00:53:18
307,1602191,29,humidity,81.9,2018-12-18 00:58:18
308,1602192,29,wind_dir,11.0,2018-12-18 00:58:18
309,1602193,29,wind-dir-v,245.0,2018-12-18 00:58:18
310,1602194,29,air-temp,6.3,2018-12-18 00:58:18
311,1602195,29,wind_speed,0.0,2018-12-18 00:58:18
312,1602196,16,S,24.992,2018-12-18 01:00:00
313,1602197,16,temp,6.9,2018-12-18 01:00:00
314,1602198,17,S,31.332,2018-12-18 01:00:00
315,1602199,17,temp,6.9,2018-12-18 01:00:00
316,1602200,18,temp,6.9,2018-12-18 01:00:00
317,1602201,18,S,80.109,2018-12-18 01:00:00
318,1602202,19,temp,6.9,2018-12-18 01:00:00
319,1602203,19,S,-65.351,2018-12-18 01:00:00
320,1602204,75714124,disps,-7.881,2018-12-18 01:00:17
321,1602205,75714125,disps,-8.181,2018-12-18 01:00:20
322,1602206,20,temp,6.4,2018-12-18 01:00:00
323,1602207,20,S,6.158,2018-12-18 01:00:00
324,1602208,21,temp,6.4,2018-12-18 01:00:00
325,1602209,21,S,27.404,2018-12-18 01:00:00
326,1602210,22,S,19.959,2018-12-18 01:00:00
327,1602211,22,temp,6.4,2018-12-18 01:00:00
328,1602214,12,S,30.502,2018-12-18 01:00:00
329,1602215,12,temp,7.1,2018-12-18 01:00:00
330,1602216,13,S,-1.622,2018-12-18 01:00:00
331,1602217,13,temp,7.1,2018-12-18 01:00:00
332,1602218,14,S,-7.93,2018-12-18 01:00:00
333,1602219,14,temp,7.1,2018-12-18 01:00:00
334,1602220,15,S,-2.216,2018-12-18 01:00:00
335,1602221,15,temp,7.1,2018-12-18 01:00:00
336,1602222,75714126,disps,-13.33,2018-12-18 01:00:51
337,1602223,75714127,disps,-14.15,2018-12-18 01:00:54
338,1602224,24,S,15.523,2018-12-18 01:00:00
339,1602225,24,temp,6.5,2018-12-18 01:00:00
340,1602226,25,S,5.977,2018-12-18 01:00:00
341,1602227,25,temp,6.5,2018-12-18 01:00:00
342,1602228,26,S,14.881,2018-12-18 01:00:00
343,1602229,26,temp,6.5,2018-12-18 01:00:00
344,1602232,29,wind_speed,0.0,2018-12-18 00:58:18
345,1602233,29,wind_dir,11.0,2018-12-18 00:58:18
346,1602234,29,humidity,81.9,2018-12-18 00:58:18
347,1602235,29,wind-dir-v,245.0,2018-12-18 00:58:18
348,1602236,29,air-temp,6.3,2018-12-18 00:58:18
349,1602237,29,wind_speed,0.0,2018-12-18 00:58:18
350,1602238,29,humidity,81.9,2018-12-18 00:58:18
351,1602239,29,air-temp,6.3,2018-12-18 00:58:18
352,1602240,29,wind_dir,11.0,2018-12-18 00:58:18
353,1602241,29,wind-dir-v,245.0,2018-12-18 00:58:18
354,1602242,29,humidity,83.3,2018-12-18 01:03:18
355,1602243,29,wind_dir,11.0,2018-12-18 01:03:18
356,1602244,29,wind_speed,0.8,2018-12-18 01:03:18
357,1602245,29,air-temp,6.1,2018-12-18 01:03:18
358,1602246,29,wind-dir-v,248.0,2018-12-18 01:03:18
359,1602247,75714124,disps,-7.984,2018-12-18 01:05:20
360,1602248,75714125,disps,-8.175,2018-12-18 01:05:23
361,1602249,75714126,disps,-13.424,2018-12-18 01:05:43
362,1602250,75714127,disps,-14.239,2018-12-18 01:05:46
363,1602251,29,air-temp,6.1,2018-12-18 01:03:18
364,1602252,29,humidity,83.3,2018-12-18 01:03:18
365,1602253,29,wind-dir-v,248.0,2018-12-18 01:03:18
366,1602254,29,wind_speed,0.8,2018-12-18 01:03:18
367,1602255,29,wind_dir,11.0,2018-12-18 01:03:18
368,1602256,29,wind_speed,0.8,2018-12-18 01:03:18
369,1602257,29,wind-dir-v,248.0,2018-12-18 01:03:18
370,1602258,29,humidity,83.3,2018-12-18 01:03:18
371,1602259,29,wind_dir,11.0,2018-12-18 01:03:18
372,1602260,29,air-temp,6.1,2018-12-18 01:03:18
373,1602261,29,wind_speed,0.0,2018-12-18 01:08:18
374,1602262,29,wind-dir-v,237.0,2018-12-18 01:08:18
375,1602263,29,air-temp,5.8,2018-12-18 01:08:18
376,1602264,29,wind_dir,11.0,2018-12-18 01:08:18
377,1602265,29,humidity,83.3,2018-12-18 01:08:18
378,1602266,28,water_velocity,0.0,2018-12-18 01:09:23
379,1602267,28,volt,11.676,2018-12-18 01:09:23
380,1602268,28,angl,36.62,2018-12-18 01:09:23
381,1602269,28,temp,12.2,2018-12-18 01:09:23
382,1602270,75714124,disps,-7.982,2018-12-18 01:10:18
383,1602271,75714125,disps,-8.176,2018-12-18 01:10:21
384,1602272,75714126,disps,-13.423,2018-12-18 01:10:43
385,1602273,75714127,disps,-14.241,2018-12-18 01:10:46
386,1602274,29,air-temp,5.8,2018-12-18 01:08:18
387,1602275,29,wind_speed,0.0,2018-12-18 01:08:18
388,1602276,29,humidity,83.3,2018-12-18 01:08:18
389,1602277,29,wind-dir-v,237.0,2018-12-18 01:08:18
390,1602278,29,wind_dir,11.0,2018-12-18 01:08:18
391,1602279,29,humidity,83.3,2018-12-18 01:08:18
392,1602280,29,wind_dir,11.0,2018-12-18 01:08:18
393,1602281,29,wind_speed,0.0,2018-12-18 01:08:18
394,1602282,29,wind-dir-v,237.0,2018-12-18 01:08:18
395,1602283,29,air-temp,5.8,2018-12-18 01:08:18
396,1602284,29,humidity,83.3,2018-12-18 01:13:18
397,1602285,29,wind_dir,11.0,2018-12-18 01:13:18
398,1602286,29,air-temp,5.8,2018-12-18 01:13:18
399,1602287,29,wind-dir-v,238.0,2018-12-18 01:13:18
400,1602288,29,wind_speed,0.0,2018-12-18 01:13:18
401,1602289,75714124,disps,-7.977,2018-12-18 01:15:20
402,1602290,75714125,disps,-8.174,2018-12-18 01:15:23
403,1602291,75714126,disps,-13.419,2018-12-18 01:15:32
404,1602292,75714127,disps,-14.246,2018-12-18 01:15:35
405,1602293,45,temp,7.0,2018-12-18 01:16:54
406,1602294,1,incY,0.0092,2018-12-18 01:16:55
407,1602295,1,temp,2.7,2018-12-18 01:16:55
408,1602296,1,incX,0.0408,2018-12-18 01:16:55
409,1602297,46,temp,6.875,2018-12-18 01:17:24
410,1602298,2,temp,7.3,2018-12-18 01:17:25
411,1602299,2,incX,0.0,2018-12-18 01:17:25
412,1602300,2,incY,-0.0436,2018-12-18 01:17:25
413,1602301,48,temp,6.25,2018-12-18 01:17:54
414,1602302,3,incX,0.025,2018-12-18 01:17:55
415,1602303,3,incY,-0.0064,2018-12-18 01:17:55
416,1602304,3,temp,4.6,2018-12-18 01:17:55
417,1602305,29,air-temp,5.8,2018-12-18 01:13:18
418,1602306,29,wind_speed,0.0,2018-12-18 01:13:18
419,1602307,29,humidity,83.3,2018-12-18 01:13:18
420,1602308,29,wind_dir,11.0,2018-12-18 01:13:18
421,1602309,29,wind-dir-v,238.0,2018-12-18 01:13:18
422,1602310,49,temp,6.0625,2018-12-18 01:18:24
423,1602311,4,incX,0.0597,2018-12-18 01:18:25
424,1602312,4,temp,6.4,2018-12-18 01:18:25
425,1602313,4,incY,-0.0289,2018-12-18 01:18:25
426,1602314,29,wind_speed,0.0,2018-12-18 01:13:18
427,1602315,29,wind-dir-v,238.0,2018-12-18 01:13:18
428,1602316,29,air-temp,5.8,2018-12-18 01:13:18
429,1602317,29,wind_dir,11.0,2018-12-18 01:13:18
430,1602318,29,humidity,83.3,2018-12-18 01:13:18
431,1602319,50,temp,5.5625,2018-12-18 01:18:54
432,1602320,5,temp,5.9,2018-12-18 01:18:55
433,1602321,5,incY,-0.0236,2018-12-18 01:18:55
434,1602322,5,incX,-0.0287,2018-12-18 01:18:55
435,1602323,29,wind_dir,11.0,2018-12-18 01:18:18
436,1602324,29,air-temp,5.7,2018-12-18 01:18:18
437,1602325,29,humidity,83.3,2018-12-18 01:18:18
438,1602326,29,wind_speed,0.9,2018-12-18 01:18:18
439,1602327,29,wind-dir-v,240.0,2018-12-18 01:18:18
440,1602328,75714125,disps,-8.175,2018-12-18 01:20:27
441,1602329,75714126,disps,-13.428,2018-12-18 01:20:33
442,1602330,75714127,disps,-14.241,2018-12-18 01:20:36
443,1602331,49,SL-DIF,0.012,2018-12-18 01:16:54
444,1602332,46,SL-DIF,-1.116,2018-12-18 01:16:54
445,1602333,48,SL-DIF,1.07,2018-12-18 01:16:54
446,1602334,50,SL-DIF,0.614,2018-12-18 01:16:54
447,1602335,29,air-temp,5.7,2018-12-18 01:18:18
448,1602336,29,humidity,83.3,2018-12-18 01:18:18
449,1602337,29,wind_speed,0.9,2018-12-18 01:18:18
450,1602338,29,wind_dir,11.0,2018-12-18 01:18:18
451,1602339,29,wind-dir-v,240.0,2018-12-18 01:18:18
452,1602340,29,air-temp,5.7,2018-12-18 01:18:18
453,1602341,29,wind_dir,11.0,2018-12-18 01:18:18
454,1602342,29,humidity,83.3,2018-12-18 01:18:18
455,1602343,29,wind_speed,0.9,2018-12-18 01:18:18
456,1602344,29,wind-dir-v,240.0,2018-12-18 01:18:18
457,1602345,29,air-temp,5.6,2018-12-18 01:23:18
458,1602346,29,wind_speed,0.7,2018-12-18 01:23:18
459,1602347,29,wind_dir,10.0,2018-12-18 01:23:18
460,1602348,29,wind-dir-v,224.0,2018-12-18 01:23:18
461,1602349,29,humidity,83.9,2018-12-18 01:23:18
462,1602350,75714124,disps,-8.013,2018-12-18 01:25:23
463,1602351,75714125,disps,-8.168,2018-12-18 01:25:26
464,1602352,75714126,disps,-13.51,2018-12-18 01:25:35
